#"Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)"
9999.000001119564,-320496.1162594219,58555.959411980235,-261940.15684744169,301.8586061576933,236.22338571174978,0.9927375833337253,0
10000.000001119768,-320844.0561055688,58041.51738731004,-262802.53871825873,299.20663436737004,236.2121143647205,0.9927849538500129,492
10001.000001119972,-320469.2701352262,58001.08132641053,-262468.18880881567,298.99818465355435,235.71969564247158,0.9948588827896813,421
10002.000001120176,-321165.35589047754,58610.4874735176,-262554.86841695994,302.1397007690265,235.85638093661723,0.9942823345594085,443
10003.00000112038,-320410.8451140572,58388.361368353944,-262022.48374570324,300.99463069982664,236.1184672684287,0.993178702925406,422
10004.000001120583,-320038.9476078877,57331.75322059577,-262707.1943872919,295.54776814407643,235.9271515572723,0.9939840815713202,435
10005.000001120787,-320945.4101880663,58158.50211475935,-262786.90807330696,299.80969590242466,236.54210122120222,0.991399974244302,426
10006.00000112099,-320676.6115590632,58392.02577346773,-262284.58578559547,301.0135208731096,236.6813797625062,0.9908165707573016,433
10007.000001121194,-321934.10285117547,58460.4808188905,-263473.62203228497,301.3664097131745,236.20398986205694,0.9928191018083372,421
10008.000001121398,-320997.99893134856,57474.78414253809,-263523.21478881047,296.2850989839862,236.37424534155178,0.9921039947458662,427
10009.000001121602,-321383.10213166545,58203.90205861145,-263179.200073054,300.0437346562672,235.85703228551347,0.9942795887235312,425
10010.000001121805,-320703.6160373972,58381.376433917205,-262322.23960348,300.95862304843894,236.37561926923715,0.9920982281649078,429
10011.000001122009,-319495.9747187733,58196.32047753758,-261299.6542412357,300.0046512646122,237.23002643035932,0.9885250892860078,425
10012.000001122213,-320842.4397182716,59289.679944765434,-261552.75977350617,305.6409685262707,235.5606374155895,0.9955306439617961,430
10013.000001122417,-321950.32533245976,58076.44059587037,-263873.8847365894,299.38666507926405,236.20877261560966,0.992798999214205,428
10014.00000112262,-320794.99490951723,57264.82491369892,-263530.1699958183,295.2027497098256,236.54912175602075,0.9913705505119854,432
