#"Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)"
9999.000001119564,-320970.5673015688,58756.84619472397,-262213.72110684484,302.8941865639145,235.38746723465763,0.9962630373375496,0
10000.000001119768,-321437.9018128356,58720.374603334814,-262717.5272095008,302.70617386885084,234.81334431083891,0.9986989186950062,496
10001.000001119972,-320743.56088739797,58154.940791508416,-262588.62009588955,299.791337120784,235.43173187554348,0.9960757251803298,434
10002.000001120176,-321165.3613286796,58568.16135755094,-262597.19997112866,301.92150773627515,235.85543857965638,0.9942863071999577,455
10003.00000112038,-321694.0392175722,58720.09456006964,-262973.9446575026,302.7047302332152,235.67313084297916,0.995055449128129,441
10004.000001120583,-321484.3083394666,58604.94257012289,-262879.3657693437,302.111116542471,236.25518606291348,0.9926039591611114,453
10005.000001120787,-321811.5621449605,58602.328563533025,-263209.2335814275,302.09764122085335,236.05908146936082,0.9934285586417093,443
10006.00000112099,-321054.6075656321,58471.66351674512,-262582.944048887,301.4240570239072,235.20805761896273,0.9970229567487687,451
10007.000001121194,-320299.99908144283,58280.406040915244,-262019.5930405276,300.43811612820684,235.961578953048,0.9938390567604046,446
10008.000001121398,-320242.1536639419,58315.911978037795,-261926.2416859041,300.6211508320656,235.9347712158878,0.9939519802437721,451
10009.000001121602,-320698.6463435434,57594.15945179062,-263104.4868917528,296.90048407582776,236.93733598525486,0.9897462216464987,447
10010.000001121805,-320889.8963435434,58287.442372791644,-262602.4539707518,300.47438873570917,236.93733598525486,0.9897462216464987,449
10011.000001122009,-320836.23760095425,57534.7314952251,-263301.50610572915,296.5941302850982,236.3327128773003,0.9922783443870727,446
10012.000001122213,-321045.7215943858,58536.8975736947,-262508.8240206911,301.760341523428,236.40076212909534,0.9919927116407997,450
10013.000001122417,-321646.9566152105,58222.67113576527,-263424.28547944524,300.14049009372246,236.20768065630037,0.9928035888029364,448
10014.00000112262,-320800.93422615156,58285.034294848825,-262515.89993130276,300.46197498553516,235.66966908576518,0.9950700655206105,451
10015.000001122824,-321813.78611621447,57833.30612748617,-263980.4799887283,298.13329595215293,235.3712762213739,0.9963315695235095,448
10016.000001123028,-321159.81973188743,58466.0193036315,-262693.8004282559,301.39496085128127,237.34490757886684,0.9880466172650822,452
10017.000001123231,-321630.7904326718,58425.93630488537,-263204.8541277864,301.1883311887562,236.99959309349447,0.9894862265264797,449
10018.000001123435,-321016.88169917674,58286.08721462145,-262730.79448455526,300.46740283435116,236.98362533527757,0.9895528972797933,451
10019.000001123639,-320628.9954740731,57798.99565342005,-262829.99982065306,297.9564239141535,237.31407243192706,0.9881749980320318,450
10020.000001123843,-321139.48416328477,57588.43831074698,-263551.0458525378,296.8709913362602,237.27220563477402,0.9883493619954957,452
10021.000001124046,-321808.5153694849,58535.28740914562,-263273.2279603393,301.75204105270984,236.76363079317676,0.9904723638202934,448
10022.00000112425,-321459.32224310236,58572.755137198605,-262886.56710590376,301.94518887710797,237.14721725626032,0.9888702712669183,450
10023.000001124454,-320997.6640481618,58079.293494401616,-262918.3705537602,299.4013718995911,236.71585038222503,0.9906722878072306,447
10024.000001124658,-320092.54453770607,57961.78458955255,-262130.7599481535,298.79560820644946,236.54047164236547,0.9914068042146895,449
10025.000001124861,-320607.0129136124,58538.43460609426,-262068.57830751815,301.7682649946239,237.31101298458034,0.9881877377247152,446
