#"Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)"
9999.000001119564,-321236.3662594219,58172.087501033675,-263064.27875838825,299.87972918009723,236.22338571174978,0.9927375833337253,0
10000.000001119768,-320488.90981388185,58226.491864305455,-262262.4179495764,300.1601861213041,236.84757566476236,0.9901213149435775,458
10001.000001119972,-319768.27310065203,58558.48798447929,-261209.78511617274,301.87164106272775,236.50064165252317,0.9915737708777207,422
10002.000001120176,-320085.3986959071,58713.91621767939,-261371.4824782277,302.67288060012885,235.71907934520618,0.9948614838893064,445
10003.00000112038,-320419.1123099122,58903.53933543753,-261515.5729744747,303.650396306413,238.30645309035387,0.9840599363437269,426
10004.000001120583,-320279.98288171855,57650.28897356568,-262629.69390815287,297.1898342867621,237.33821325381268,0.9880744859556482,433
10005.000001120787,-320461.6924887011,58916.573002570774,-261545.1194861303,303.71758544708246,236.34056203785374,0.992245389603638,428
10006.00000112099,-321249.43187179905,58284.452561688144,-262964.9793101109,300.45897612491024,235.60521488422742,0.9953422854991827,436
10007.000001121194,-320775.84934138786,58135.77785143594,-262640.0714899519,299.69255130225673,236.94555588334714,0.9897118862775621,429
10008.000001121398,-321581.52044704487,57814.181712674676,-263767.3387343702,298.03470873308,236.7409186932478,0.990567386292235,434
10009.000001121602,-320632.3369700983,57568.95444197807,-263063.38252812024,296.77055111585906,236.40243759655272,0.9919856810385638,427
10010.000001121805,-320453.2192311017,59011.89564950392,-261441.32358159777,304.2089779821455,237.07769038474467,0.9891602734859565,432
10011.000001122009,-319821.1754143613,58394.21185407351,-261426.96356028778,301.02479021701987,237.56785603116202,0.9871193728651252,427
10012.000001122213,-320944.62324729655,58944.9730937921,-261999.65015350445,303.86398919551226,237.05072758672944,0.9892727832805065,431
10013.000001122417,-320593.59030704177,58354.68542925501,-262238.90487778676,300.8210297181412,236.72872263655455,0.9906184194574003,428
10014.00000112262,-320648.72695548437,57851.31021205656,-262797.4167434278,298.22610781841115,236.53046460512252,0.9914487482612176,429
