#"Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)"
10181.000001156643,-320286.5506300072,58379.62109040783,-261906.92953959934,300.94957417364657,236.23479429914428,0.9926896406353904,432
10182.000001156846,-320993.6488937102,58491.41654579772,-262502.2323479125,301.52588477768484,236.10912768904086,0.9932179892987585,432
10183.00000115705,-319912.5958539678,58049.84148580907,-261862.75436815876,299.24954546976966,236.09663195230976,0.9932705567174811,432
10184.000001157254,-320217.34064637194,58575.20742508603,-261642.1332212859,301.95783053153616,236.99080756452753,0.9895229079488305,432
10185.000001157458,-320201.36178959184,58238.84288243216,-261962.51890715968,300.2238561756213,236.33285404305275,0.9922777516818406,431
10186.000001157661,-320746.0015649437,58468.13310980855,-262277.86845513515,301.40585761725856,236.0262058971181,0.9935669311254911,432
10187.000001157865,-321314.680561204,58356.347582639326,-262958.33297856466,300.82959819364476,235.54061554464823,0.9956152679491513,432
10188.000001158069,-320159.48326877644,57879.0616155999,-262280.42165317654,298.3691675526659,235.57471688809667,0.9954711445956635,432
10189.000001158272,-320154.4994934839,57929.32597580389,-262225.17351768,298.628282591732,236.43943315491603,0.9918304655414333,432
10190.000001158476,-320143.56069788826,58465.66275669132,-261677.89794119692,301.39312283575777,236.2113161834229,0.9927883085681334,432
10191.00000115868,-320703.4252737758,58313.56703406363,-262389.8582397122,300.6090625403414,236.14796723040763,0.9930546335365469,432
10192.000001158884,-321012.86320491065,58188.43456939049,-262824.42863552016,299.9639990531982,236.48494352963385,0.9916395926026761,432
10193.000001159087,-320685.38516044617,57621.08364556945,-263064.3015148767,297.03927950651683,237.2019027860702,0.9886422929325865,432
10194.000001159291,-322132.71720056655,58147.63550657756,-263985.081693989,299.75367804818137,236.5975376579547,0.9911676823848321,432
10195.000001159495,-321766.19120543916,57820.018130550045,-263946.1730748891,298.06479572990327,236.51491138908895,0.9915139459118746,432
10196.000001159699,-321164.3981509104,57775.40993302889,-263388.98821788153,297.8348384640303,235.93572718252324,0.9939479529396342,432
10197.000001159902,-321608.9675907742,58901.84196287405,-262707.1256279001,303.64164627445575,235.79372022560878,0.9945465588906037,432
